snapshot,biogas_market
2023-01-01,24000.0
2023-01-08,165000.0
2023-01-15,168000.0
2023-01-22,156000.0
2023-01-29,135000.0
2023-02-05,78000.0
2023-02-12,72916.95712207709
2023-02-19,111000.0
2023-02-26,63000.0
2023-03-05,0.0
2023-03-12,45000.0
2023-03-19,75496.18497493895
2023-03-26,78000.0
2023-04-02,0.0
2023-04-09,0.0
2023-04-16,0.0
2023-04-23,0.0
2023-04-30,0.0
2023-05-07,0.0
2023-05-14,0.0
2023-05-21,0.0
2023-05-28,0.0
2023-06-04,0.0
2023-06-11,0.0
2023-06-18,0.0
2023-06-25,0.0
2023-07-02,0.0
2023-07-09,0.0
2023-07-16,0.0
2023-07-23,0.0
2023-07-30,0.0
2023-08-06,0.0
2023-08-13,0.0
2023-08-20,0.0
2023-08-27,0.0
2023-09-03,0.0
2023-09-10,0.0
2023-09-17,0.0
2023-09-24,0.0
2023-10-01,0.0
2023-10-08,57803.01127382289
2023-10-15,5208.929926741476
2023-10-22,54000.0
2023-10-29,168000.0
2023-11-05,162000.0
2023-11-12,159000.0
2023-11-19,162000.0
2023-11-26,136290.2206988529
2023-12-03,168000.0
2023-12-10,168000.0
2023-12-17,168000.0
2023-12-24,162000.0
2023-12-31,162000.0
