snapshot,onwind
2023-01-01,0.0
2023-01-08,0.0
2023-01-15,1.4355183708403274e-13
2023-01-22,7.388168202226986e-12
2023-01-29,4.609910483386406e-12
2023-02-05,5.161204796877428e-12
2023-02-12,5.667862013059022e-13
2023-02-19,9.379164112033322e-13
2023-02-26,4.506482744233186e-12
2023-03-05,3.876557226916017e-13
2023-03-12,0.0
2023-03-19,1.4162864407911984e-12
2023-03-26,-2.0180110245136687e-12
2023-04-02,4.3165471197426086e-13
2023-04-09,0.0
2023-04-16,0.0
2023-04-23,0.0
2023-04-30,0.0
2023-05-07,0.0
2023-05-14,0.0
2023-05-21,0.0
2023-05-28,0.0
2023-06-04,0.0
2023-06-11,0.0
2023-06-18,0.0
2023-06-25,0.0
2023-07-02,0.0
2023-07-09,0.0
2023-07-16,0.0
2023-07-23,0.0
2023-07-30,0.0
2023-08-06,0.0
2023-08-13,0.0
2023-08-20,0.0
2023-08-27,0.0
2023-09-03,0.0
2023-09-10,0.0
2023-09-17,0.0
2023-09-24,0.0
2023-10-01,-2.3325875772071657e-13
2023-10-08,0.0
2023-10-15,-9.853196542184609e-13
2023-10-22,-5.542233338928781e-13
2023-10-29,0.0
2023-11-05,2.8990143619012088e-12
2023-11-12,4.933134577467813e-12
2023-11-19,1.526795787410387e-12
2023-11-26,1.0231815394945443e-12
2023-12-03,0.0
2023-12-10,0.0
2023-12-17,0.0
2023-12-24,0.0
2023-12-31,0.0
