snapshot,battery
2023-01-01,3086.8269250863173
2023-01-08,-1761.9006796732156
2023-01-15,3911.0087538561565
2023-01-22,-2292.214926109965
2023-01-29,2226.560027460505
2023-02-05,-2214.63403749018
2023-02-12,2156.798051840171
2023-02-19,-1324.8425298658753
2023-02-26,-1940.2279987683178
2023-03-05,-1597.3370011610623
2023-03-12,4719.73365239201
2023-03-19,-63.514648707818765
2023-03-26,-2449.458787115837
2023-04-02,1143.7107367519025
2023-04-09,726.4520548782612
2023-04-16,-4709.890956381423
2023-04-23,4802.698473676635
2023-04-30,-5018.177255409709
2023-05-07,4370.167768992458
2023-05-14,228.00829311936604
2023-05-21,-2766.9107678565324
2023-05-28,-199.7025922019343
2023-06-04,1668.716235449776
2023-06-11,722.7347127915234
2023-06-18,139.78105910945123
2023-06-25,-899.9965910608685
2023-07-02,-3661.6077790643394
2023-07-09,3703.5147220195154
2023-07-16,-3822.6149151757795
2023-07-23,764.9205880006512
2023-07-30,1064.56172842867
2023-08-06,3280.5464272374097
2023-08-13,-2009.3479121861099
2023-08-20,-781.8195461277576
2023-08-27,682.4781131372911
2023-09-03,2009.0194658772718
2023-09-10,-621.0374892397094
2023-09-17,557.6416956680445
2023-09-24,-1101.0313706353427
2023-10-01,-2667.050343491665
2023-10-08,2941.2947497831037
2023-10-15,-802.887594156442
2023-10-22,-1900.7038530699783
2023-10-29,-1627.5234985707798
2023-11-05,1037.533835947655
2023-11-12,3881.276299649644
2023-11-19,-3994.504077942906
2023-11-26,2791.65630910853
2023-12-03,1073.0563791485433
2023-12-10,-2707.849908520975
2023-12-17,2644.1501768622056
2023-12-24,-17.835495131264903
2023-12-31,-5329.369663947744
