snapshot,biogas_market
2023-01-01,0.0
2023-01-08,0.0
2023-01-15,0.0
2023-01-22,22997.26190314755
2023-01-29,9717.145224608976
2023-02-05,11749.78339116845
2023-02-12,5615.537902868602
2023-02-19,3973.782407792593
2023-02-26,22261.06521182356
2023-03-05,9160.096270410799
2023-03-12,0.0
2023-03-19,0.0
2023-03-26,0.0
2023-04-02,0.0
2023-04-09,0.0
2023-04-16,0.0
2023-04-23,0.0
2023-04-30,0.0
2023-05-07,0.0
2023-05-14,0.0
2023-05-21,0.0
2023-05-28,0.0
2023-06-04,0.0
2023-06-11,0.0
2023-06-18,0.0
2023-06-25,0.0
2023-07-02,1039.9568286000322
2023-07-09,0.0
2023-07-16,0.0
2023-07-23,0.0
2023-07-30,0.0
2023-08-06,0.0
2023-08-13,0.0
2023-08-20,0.0
2023-08-27,0.0
2023-09-03,22623.06173392749
2023-09-10,0.0
2023-09-17,22507.195852393397
2023-09-24,0.0
2023-10-01,0.0
2023-10-08,0.0
2023-10-15,0.0
2023-10-22,1115.8168938489416
2023-10-29,29415.045356781113
2023-11-05,11677.696189904538
2023-11-12,26306.39112454046
2023-11-19,76634.9816606167
2023-11-26,30000.0
2023-12-03,37849.178267493684
2023-12-10,28987.36984607106
2023-12-17,33755.0548258764
2023-12-24,0.0
2023-12-31,0.0
