snapshot,biogas_market
2023-01-01,18900.0
2023-01-08,43474.63429008525
2023-01-15,1796.2330191117728
2023-01-22,92667.84406025581
2023-01-29,25124.831646570074
2023-02-05,20772.130101034083
2023-02-12,17357.911781496266
2023-02-19,45316.871773607054
2023-02-26,16039.808038894591
2023-03-05,51890.67198655987
2023-03-12,59928.8915049588
2023-03-19,41132.38515076947
2023-03-26,14602.443230856348
2023-04-02,8099.999999999998
2023-04-09,41467.013452495565
2023-04-16,1222.1371932370705
2023-04-23,0.0
2023-04-30,1182.2803419902884
2023-05-07,0.0
2023-05-14,0.0
2023-05-21,3333.5510420596293
2023-05-28,24786.245888997466
2023-06-04,0.0
2023-06-11,5466.005696063858
2023-06-18,0.0
2023-06-25,1716.0821413234928
2023-07-02,2666.7969130503616
2023-07-09,0.0
2023-07-16,0.0
2023-07-23,0.0
2023-07-30,0.0
2023-08-06,9021.355040135495
2023-08-13,0.0
2023-08-20,16662.923849846044
2023-08-27,11923.209886221519
2023-09-03,26025.939329889283
2023-09-10,16400.11232145075
2023-09-17,13742.776363377929
2023-09-24,0.0
2023-10-01,0.0
2023-10-08,942.6520581220093
2023-10-15,21510.762082872858
2023-10-22,7452.698128368084
2023-10-29,31533.73301220185
2023-11-05,35558.294207985986
2023-11-12,148186.97780929515
2023-11-19,73190.12668104065
2023-11-26,62005.26376889138
2023-12-03,115879.17327451966
2023-12-10,105804.84269162484
2023-12-17,69064.921879504
2023-12-24,11950.9268080981
2023-12-31,20247.622016337864
