snapshot,onwind
2023-01-01,5863.692257269669
2023-01-02,10230.108929030439
2023-01-03,15902.247737674386
2023-01-04,8965.314158532161
2023-01-05,17312.14724436066
2023-01-06,12520.807136674102
2023-01-07,13903.115511868706
2023-01-08,16742.024853658604
2023-01-09,12349.242376803788
2023-01-10,15591.34117417106
2023-01-11,15616.195720023481
2023-01-12,18861.06236515739
2023-01-13,15777.725493611348
2023-01-14,3668.8282390011946
2023-01-15,13363.627438773749
2023-01-16,13929.915467043991
2023-01-17,15617.10778052587
2023-01-18,19781.595985631677
2023-01-19,7527.016343874655
2023-01-20,2944.903956098167
2023-01-21,2382.3100162107403
2023-01-22,6895.867741683366
2023-01-23,15187.378520871345
2023-01-24,15370.6104104571
2023-01-25,16338.547609352712
2023-01-26,15050.070252932499
2023-01-27,8790.253791305815
2023-01-28,11507.404250234744
2023-01-29,11377.997184520593
2023-01-30,12314.649907776922
2023-01-31,12237.903205148456
2023-02-01,3850.3492620113643
2023-02-02,10401.803294679285
2023-02-03,6983.553088493505
2023-02-04,10075.119160681954
2023-02-05,14175.865826195908
2023-02-06,12025.036723116782
2023-02-07,16615.969579030774
2023-02-08,13359.494424455752
2023-02-09,14850.747150434412
2023-02-10,11254.534500570819
2023-02-11,7684.792755402262
2023-02-12,9784.095483297398
2023-02-13,12629.870828165811
2023-02-14,10189.119903033159
2023-02-15,11748.396729053711
2023-02-16,15795.899938609966
2023-02-17,13301.450816498977
2023-02-18,9910.536063975542
2023-02-19,8965.940954421632
2023-02-20,15478.11407125586
2023-02-21,10286.095020464141
2023-02-22,5451.152544745206
2023-02-23,11901.575925526751
2023-02-24,2689.7771073101712
2023-02-25,9680.937482525775
2023-02-26,10383.401658565634
2023-02-27,9263.838707642233
2023-02-28,9986.091826368574
2023-03-01,9390.266029142662
2023-03-02,11009.543749533817
2023-03-03,11850.972424711666
2023-03-04,8173.082538722081
2023-03-05,9034.402670920581
2023-03-06,6839.142019101562
2023-03-07,7540.190221232824
2023-03-08,17250.679121677662
2023-03-09,8780.66517783224
2023-03-10,759.726264541468
2023-03-11,1295.5217433974628
2023-03-12,7572.696651746481
2023-03-13,11857.379965202765
2023-03-14,12646.925173887543
2023-03-15,10152.586022564396
2023-03-16,4117.709040599967
2023-03-17,11940.302408357347
2023-03-18,13498.711229570952
2023-03-19,7096.738765978204
2023-03-20,13869.287792002879
2023-03-21,4710.499907493177
2023-03-22,13071.45871004141
2023-03-23,7509.259239592728
2023-03-24,11475.903085498088
2023-03-25,11540.573617936176
2023-03-26,10331.19881100753
2023-03-27,14352.788184417046
2023-03-28,14215.135207910595
2023-03-29,3798.866473170665
2023-03-30,3199.4434516093334
2023-03-31,5780.812767232863
2023-04-01,6155.653007589768
2023-04-02,4685.608587909412
2023-04-03,1973.4484182222961
2023-04-04,967.0918157130908
2023-04-05,8831.023121899052
2023-04-06,1387.284717941801
2023-04-07,2046.1441212267687
2023-04-08,3121.159510845048
2023-04-09,2296.7036863889957
2023-04-10,3142.7735045640165
2023-04-11,5277.907484838635
2023-04-12,4374.97346565465
2023-04-13,8449.750438986397
2023-04-14,10964.219387838068
2023-04-15,2275.4922026140894
2023-04-16,1360.114465904568
2023-04-17,5042.03684084407
2023-04-18,3434.0511317538235
2023-04-19,681.762269622889
2023-04-20,479.18302176712757
2023-04-21,2108.9733807277917
2023-04-22,3341.2066831690045
2023-04-23,3521.4804274246794
2023-04-24,5976.455956779374
2023-04-25,5499.939863325512
2023-04-26,4518.691247027322
2023-04-27,6183.023415906363
2023-04-28,2545.24694394803
2023-04-29,5738.344082529345
2023-04-30,4750.345080370111
2023-05-01,4022.1085727751915
2023-05-02,4998.681037560818
2023-05-03,2987.9251180650863
2023-05-04,3392.2645734634757
2023-05-05,1537.1227335026038
2023-05-06,2053.6175810270092
2023-05-07,2127.494856890276
2023-05-08,2363.72087314267
2023-05-09,2256.2647956303936
2023-05-10,2180.9306973295356
2023-05-11,1957.4808625818002
2023-05-12,959.9502067112496
2023-05-13,615.5791395447942
2023-05-14,2451.2610193562405
2023-05-15,3034.327953121281
2023-05-16,3597.248381357204
2023-05-17,9804.098221127759
2023-05-18,3814.739724631985
2023-05-19,898.9187814232719
2023-05-20,734.2376595633712
2023-05-21,2046.5901830341193
2023-05-22,1461.376264599633
2023-05-23,2325.7327312892967
2023-05-24,3602.505478805693
2023-05-25,2239.539901987931
2023-05-26,1972.390980553571
2023-05-27,2219.737146263641
2023-05-28,807.3799003034978
2023-05-29,2231.4432270705925
2023-05-30,2239.3995227136384
2023-05-31,1161.6692029580229
2023-06-01,3969.5055181473754
