snapshot,onwind
2023-01-01,22376.45719472743
2023-01-08,347365.9310564143
2023-01-15,377342.4942095496
2023-01-22,263779.8372675429
2023-01-29,336952.13937229867
2023-02-05,345898.48861815414
2023-02-12,301736.29912258027
2023-02-19,295057.66942544223
2023-02-26,294083.66959031374
2023-03-05,145470.1235515008
2023-03-12,235646.29631713565
2023-03-19,258108.54718225414
2023-03-26,332957.50043089513
2023-04-02,248764.36506165992
2023-04-09,105152.76360857589
2023-04-16,207537.70474610024
2023-04-23,64829.693526702475
2023-04-30,126416.88928033451
2023-05-07,71102.68039884279
2023-05-14,32323.20028698662
2023-05-21,33800.38745999472
2023-05-28,26161.39454034942
2023-06-04,9345.576487478116
2023-06-11,4718.259487045068
2023-06-18,33138.26448646396
2023-06-25,65921.88870727537
2023-07-02,90055.70350708083
2023-07-09,64620.021562160866
2023-07-16,94042.62181590644
2023-07-23,7512.489457041563
2023-07-30,21157.855906103403
2023-08-06,51830.92436622342
2023-08-13,188716.2131547238
2023-08-20,131784.46374712934
2023-08-27,133327.12576817878
2023-09-03,101287.72379419295
2023-09-10,126765.28835419867
2023-09-17,182837.8340666383
2023-09-24,200497.93977046234
2023-10-01,209640.7459046792
2023-10-08,207398.43092388345
2023-10-15,232472.9269687008
2023-10-22,269003.2114744059
2023-10-29,342006.65412500896
2023-11-05,357308.7257938665
2023-11-12,156315.83157529915
2023-11-19,359689.898276553
2023-11-26,355656.6675170838
2023-12-03,293024.3672361164
2023-12-10,356769.439935595
2023-12-17,371962.98579694494
2023-12-24,416958.5721634258
2023-12-31,416996.26730829687
